ref_area,age,year,value
BGR,Y18T65,2020,0.454568
BGR,Y18T65,2021,0.438357
BGR,Y18T65,2022,0.437759
BGR,Y18T65,2023,0.443254
BGR,_T,2017,0.528911
BGR,_T,2018,0.527879
BGR,_T,2019,0.523362
BGR,_T,2020,0.52226
BGR,_T,2021,0.512143
BGR,_T,2022,0.514692
BGR,_T,2023,0.519845
BGR,_T,2006,0.483969
BGR,_T,2007,0.48486
BGR,_T,2008,0.449731
BGR,_T,2009,0.452793
BGR,_T,2010,0.449591
BGR,_T,2011,0.462676
BGR,_T,2012,0.469745
BGR,_T,2013,0.487005
BGR,Y_GT65,2015,0.739678
BGR,Y_GT65,2016,0.769137
BGR,Y_GT65,2017,0.759402
BGR,Y_GT65,2018,0.758325
BGR,Y_GT65,2019,0.763082
BGR,Y_GT65,2020,0.743346
BGR,Y_GT65,2021,0.751902
BGR,Y_GT65,2022,0.754423
BGR,Y_GT65,2023,0.752264
BGR,Y18T65,2012,0.408277
BGR,Y18T65,2013,0.422732
BGR,Y_GT65,2007,0.715775
BGR,Y_GT65,2012,0.713533
BGR,Y_GT65,2013,0.728344
BGR,Y_GT65,2014,0.735329
BGR,_T,2014,0.492412
BGR,_T,2015,0.520207
BRA,Y_GT65,2020,0.490362
BRA,Y_GT65,2021,0.484202
BRA,Y_GT65,2022,0.480869
BRA,Y18T65,2020,0.541858
BRA,Y18T65,2021,0.535655
BRA,Y18T65,2022,0.514345
BRA,_T,2016,0.520605
BRA,_T,2017,0.53318
BRA,_T,2018,0.532447
BRA,_T,2019,0.534305
BRA,_T,2020,0.55155
BRA,_T,2021,0.544477
BRA,_T,2022,0.523223
BRA,Y_GT65,2016,0.466234
BRA,Y18T65,2016,0.510972
BRA,Y18T65,2017,0.523079
BRA,Y18T65,2018,0.522514
BRA,Y18T65,2019,0.522682
BRA,Y_GT65,2017,0.487107
BRA,Y_GT65,2018,0.485019
USA,_T,2014,0.507528
USA,_T,2015,0.506111
USA,_T,2016,0.506618
USA,_T,2017,0.5051
USA,_T,2019,0.5048
USA,_T,2020,0.5209
USA,_T,2021,0.5167
USA,Y_GT65,2018,0.6756
USA,Y_GT65,2019,0.6703
USA,Y_GT65,2020,0.6818
USA,Y_GT65,2021,0.6887
USA,Y_GT65,2022,0.6801
USA,_T,2022,0.512
USA,_T,2018,0.506
USA,Y_GT65,2017,0.677
USA,Y_GT65,2015,0.677283
USA,Y_GT65,2016,0.680972
USA,Y18T65,2013,0.477661
USA,Y18T65,2014,0.472612
USA,Y18T65,2015,0.469255
USA,Y18T65,2016,0.468724
USA,Y18T65,2017,0.4676
USA,Y18T65,2018,0.4703
USA,Y18T65,2019,0.4667
USA,Y18T65,2020,0.4807
USA,Y18T65,2021,0.4791
USA,Y_GT65,2023,0.677971
USA,Y18T65,2023,0.464503
USA,Y_GT65,2013,0.681775
USA,Y_GT65,2014,0.673855
USA,Y18T65,2022,0.4715
USA,_T,2023,0.506123
GBR,_T,2011,0.523735
ROU,Y_GT65,2013,0.833245
ROU,Y_GT65,2014,0.836158
ROU,Y18T65,2014,0.473533
ROU,Y18T65,2015,0.472888
ROU,Y_GT65,2015,0.82928
ROU,Y_GT65,2016,0.817054
ROU,Y18T65,2016,0.449726
ROU,_T,2013,0.534563
ROU,_T,2014,0.534761
ROU,_T,2015,0.536998
ROU,_T,2016,0.515965
ROU,_T,2017,0.518148
ROU,_T,2018,0.520733
ROU,_T,2019,0.511633
ROU,_T,2020,0.510609
ROU,_T,2021,0.49269
ROU,_T,2022,0.501924
ROU,_T,2023,0.455057
ROU,Y18T65,2017,0.454101
ROU,Y18T65,2018,0.452219
ROU,Y18T65,2019,0.441607
ROU,Y18T65,2020,0.439668
ROU,Y18T65,2021,0.421215
ROU,Y18T65,2022,0.418151
ROU,Y18T65,2008,0.477166
ROU,Y18T65,2009,0.460164
ROU,Y_GT65,2006,0.799303
ROU,Y18T65,2006,0.50414
ROU,Y18T65,2007,0.487699
ROU,Y_GT65,2007,0.829419
ROU,Y_GT65,2008,0.824393
ROU,Y_GT65,2009,0.809886
ROU,Y_GT65,2021,0.820956
ROU,Y_GT65,2022,0.828891
ROU,Y_GT65,2023,0.81311
ROU,Y18T65,2023,0.370811
ROU,_T,2006,0.549994
ROU,_T,2007,0.538112
ROU,_T,2008,0.529199
ROU,_T,2009,0.512565
ROU,_T,2010,0.537407
ROU,_T,2011,0.534563
ROU,_T,2012,0.534804
ROU,Y_GT65,2017,0.816943
ROU,Y_GT65,2018,0.829574
ROU,Y_GT65,2019,0.820653
ROU,Y_GT65,2020,0.831491
ROU,Y_GT65,2010,0.83429
ROU,Y18T65,2010,0.484142
IND,Y18T65,2011,0.505228
IND,_T,2004,0.489189
IND,_T,2011,0.508373
IND,Y_GT65,2004,0.539025
IND,Y_GT65,2011,0.557534
HRV,Y18T65,2023,0.371696
HRV,_T,2009,0.486826
HRV,_T,2010,0.494372
HRV,_T,2011,0.491281
HRV,_T,2012,0.489299
HRV,_T,2013,0.482839
HRV,_T,2014,0.491186
HRV,_T,2015,0.482348
HRV,_T,2016,0.480136
HRV,_T,2017,0.474397
HRV,_T,2018,0.466725
HRV,_T,2019,0.447328
HRV,_T,2020,0.462203
HRV,_T,2021,0.455205
HRV,_T,2022,0.460025
HRV,_T,2023,0.451371
HRV,Y18T65,2009,0.438234
HRV,Y18T65,2010,0.444247
HRV,Y18T65,2011,0.438408
HRV,Y18T65,2012,0.438615
HRV,Y18T65,2013,0.42908
HRV,Y18T65,2014,0.437749
HRV,Y18T65,2015,0.425983
HRV,Y18T65,2016,0.41682
HRV,Y18T65,2017,0.409295
HRV,Y18T65,2018,0.399505
HRV,Y18T65,2019,0.377871
HRV,Y_GT65,2013,0.763697
HRV,Y_GT65,2014,0.750306
HRV,Y_GT65,2015,0.752481
HRV,Y_GT65,2016,0.760905
HRV,Y_GT65,2017,0.772509
HRV,Y_GT65,2018,0.765227
HRV,Y_GT65,2019,0.750571
HRV,Y_GT65,2020,0.755342
HRV,Y_GT65,2021,0.75409
HRV,Y_GT65,2022,0.760126
HRV,Y_GT65,2023,0.73279
HRV,Y_GT65,2009,0.744855
HRV,Y_GT65,2010,0.761514
HRV,Y_GT65,2011,0.763346
HRV,Y_GT65,2012,0.768433
HRV,Y18T65,2020,0.389818
HRV,Y18T65,2021,0.37466
CHN,Y18T65,2011,0.530015
CHN,_T,2011,0.548377
BGR,Y18T65,2006,0.434531
BGR,Y_GT65,2006,0.696432
BGR,Y18T65,2007,0.431668
ZAF,Y18T65,2015,0.704727
RUS,_T,2016,0.446
ROU,Y18T65,2011,0.483669
IND,Y18T65,2004,0.486207
HRV,Y18T65,2022,0.380006
CHN,Y_GT65,2011,0.684981
BGR,_T,2016,0.529648
BRA,Y_GT65,2019,0.498892
USA,_T,2013,0.512843
GBR,_T,2010,0.521241
TUR,_T,2022,0.524593
CHE,_T,2014,0.381502
SWE,Y18T65,2019,0.361
ESP,_T,2015,0.524172
SVN,_T,2006,0.432379
SVK,_T,2006,0.424287
PRT,_T,2014,0.544069
POL,_T,2009,0.464339
NOR,_T,2018,0.429
NZL,Y_GT65,2022,0.69
NLD,Y18T65,2011,0.395
MEX,Y_GT65,2020,0.508746
LUX,Y18T65,2021,0.385553
LTU,_T,2015,0.514296
LVA,_T,2012,0.501512
KOR,_T,2017,0.406
JPN,Y18T65,2021,0.397
ITA,_T,2009,0.494086
ISR,Y_GT65,2023,0.543344
IRL,_T,2005,0.51118
ISL,Y18T65,2006,0.335962
HUN,Y18T65,2023,0.338525
GRC,_T,2009,0.503043
DEU,_T,2008,0.49425
FRA,Y18T65,2020,0.434
FIN,Y18T65,1990,0.354972
EST,Y18T65,2019,0.393655
DNK,_T,2019,0.4445
CZE,Y18T65,2017,0.347186
CRI,Y_GT65,2018,0.673091
CHL,_T,2011,0.502
CAN,_T,2016,0.429
BEL,Y18T65,2023,0.400752
AUT,_T,2009,0.503208
AUS,Y18T65,2020,0.403
ZAF,Y18T65,2017,0.688911
ZAF,_T,2015,0.720469
ZAF,_T,2017,0.708631
ZAF,Y_GT65,2015,0.771022
ZAF,Y_GT65,2017,0.756226
RUS,_T,2017,0.434
RUS,Y_GT65,2011,0.765
RUS,Y_GT65,2016,0.666
RUS,Y_GT65,2017,0.68
RUS,Y18T65,2011,0.447
RUS,Y18T65,2016,0.409
RUS,Y18T65,2017,0.398
RUS,_T,2011,0.485
ROU,Y_GT65,2011,0.834506
ROU,Y_GT65,2012,0.833343
